anger_index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0.438,0.018688187,0.0009867965,-0.010072198,-0.012170636,-0.009885236,0.022553282,0.016719462,-0.00111517,0.0061630853,-0.015428612,-0.0026900398,-0.02492728,-0.017383339,0.007856916,-0.017639307,-0.026582716,0.010637884,-0.0059849583,0.010589745,0.015282452,-0.023107566,-0.016327098,-0.011146452,-0.008987642,0.012363179,-0.0010541163,0.023626126,-0.014569181,-0.009393946,0.013921314,-0.00017650437,0.0057983412,0.018915178,-0.0110165505,0.023888085,-0.007400515,0.012566496,0.016868312,0.0011799367,0.019962305,-0.005261878,0.0014608392,-0.018035026,0.0011349064,-0.0014693064,0.004453061,0.018006073,-0.017863678,0.008796182,-0.00804844
0.229,0.016238624,-0.0024349028,-0.00013881394,-0.018095989,-0.0077699875,0.021120269,0.012941129,0.018997632,0.017168157,-0.021485748,0.0022266048,-0.01532157,-0.016710028,0.0193515,-0.02402612,-0.03085228,0.02236375,-0.017838364,0.013865263,0.024306403,-0.033687625,-0.026890205,-0.01028162,-0.016642256,0.0077582295,-0.0116720665,0.027787173,-0.021107819,-0.02584454,0.03559114,-0.004740419,0.009039207,0.023728298,-0.009166124,0.022865973,-0.02726895,0.028413374,0.023371005,-0.018612305,0.028094636,-0.005793119,0.027727064,-0.032715157,0.02051344,0.008285611,-0.0006367457,0.022229757,-0.018396806,0.0069526625,-0.024798617
0.312,0.010060406,-0.004267299,0.00059438834,-0.015889052,-0.0050603976,0.018001128,-0.00040893126,0.011506111,0.010478191,-0.012126865,0.005513003,-0.012845471,0.00083507306,0.0034204682,-0.0177059,-0.015967138,0.01847667,-0.018122857,-3.1226946e-06,0.012908702,-0.023511544,-0.0063346354,-0.00865044,-0.011434224,0.008296351,-0.011491712,0.012855553,-0.003618763,-0.018495033,0.022195162,0.0033630333,0.00295522,0.0152590135,-0.0035315242,0.013403808,-0.024077628,0.018502755,0.014956778,-0.023169762,0.00934558,-0.00044220433,0.015291015,-0.013008296,0.012891273,0.0048915367,-0.003123916,0.012281073,-0.015379045,-0.004664778,-0.010453926
0.479,0.020539049,-0.0028170005,-0.008660385,-0.012911686,-0.015633846,0.016199347,0.022613918,0.013027398,0.0055085183,-0.025542445,0.00014536269,-0.021265203,-0.019181164,0.018221823,-0.029489446,-0.023997966,0.01938836,-0.019454418,0.0076960507,0.022928543,-0.035820846,-0.023085285,-0.017605726,-0.015702853,0.015504407,-0.0061576185,0.022760147,-0.017602399,-0.01794285,0.031766817,-0.007729688,0.008946666,0.03238221,-0.022887047,0.024970138,-0.0229451,0.030627564,0.023614874,-0.012752762,0.03475235,-0.00902219,0.020313265,-0.031093942,0.017128611,-0.002355333,-0.005036881,0.020294007,-0.02216793,0.005605113,-0.025308993
0.625,0.019102084,0.0037918065,-0.010077189,0.008396883,-0.014594968,0.014134116,0.0123136975,-0.0063765747,-0.009178354,-0.011765889,-0.013947644,-0.004799271,-0.014071437,0.018443478,-0.012262362,-0.021591809,0.017467234,0.00046784765,0.010628938,0.015915133,-0.01640439,-0.014015722,-0.01169826,0.004487736,0.0065513155,0.02136218,0.0004227474,-0.007495949,0.00017093097,0.0029943069,-0.0086272,0.0015050966,0.016929315,-0.023725297,0.026452197,0.008661883,0.022394843,0.02078375,0.014205662,0.024677424,-0.00575144,-0.00391223,-0.016832149,0.0020194054,-0.0068689003,-0.0032959671,0.019724924,-0.017524784,0.01454375,-0.011621177
0.479,0.020270726,0.00023118929,-0.0037505378,-0.00854367,-0.015566454,0.022442736,0.0136240525,0.0035595442,0.007383837,-0.022055523,-0.0050994838,-0.008062692,-0.017981801,0.007558535,-0.017850962,-0.024947204,0.011108421,-0.0058969674,0.0025765246,0.0114971865,-0.030257143,-0.023395553,-0.008803654,-0.013528121,0.0021238846,-0.001394142,0.015639106,-0.013051937,-0.011746087,0.011799947,-0.0062218965,-1.5966865e-05,0.026623042,-0.01786645,0.024578156,-0.0156070525,0.02378406,0.018232925,-0.005837425,0.020438358,-0.006524374,0.013160322,-0.015142933,0.010583097,0.0033562784,-0.0023397896,0.025405161,-0.02395743,0.0056012906,-0.019629303
0.271,0.021021057,-0.0031914923,0.00011685719,-0.016923903,-0.011944863,0.022038722,0.012651531,0.011412514,0.01447187,-0.011103817,0.0028666095,-0.018826135,-0.018677266,0.01916911,-0.026168471,-0.020727608,0.018365411,-0.023702333,0.007736067,0.021999894,-0.03414777,-0.01916288,-0.009693289,-0.012994758,0.0035201388,-0.00921477,0.023736788,-0.017636122,-0.02037456,0.030604085,0.0018030665,0.0071742777,0.025311744,-0.012908762,0.023389243,-0.02449491,0.022197474,0.023715438,-0.013893412,0.024041181,-0.0060872105,0.023427652,-0.027378334,0.019446814,0.002866207,0.0014807993,0.02162013,-0.011345225,-0.00033782987,-0.017479556
0.417,0.02575687,-0.00026209353,-0.00649136,-0.012431721,-0.013889364,0.019631257,0.019590056,0.016068906,0.014628421,-0.022359774,-0.00026636894,-0.01253822,-0.021981992,0.02106654,-0.03110349,-0.030005336,0.026002092,-0.026191814,0.013844022,0.0287395,-0.039311998,-0.022642175,-0.015719613,-0.018935708,0.0069354773,-0.013110343,0.023874784,-0.022730248,-0.024750346,0.033949338,-0.0021706042,0.009014089,0.031700842,-0.015931001,0.032289352,-0.022821529,0.029798673,0.020107558,-0.0193699,0.032681704,-0.009609157,0.027931722,-0.035122093,0.023631917,0.0047063935,-0.006358487,0.027433103,-0.017756138,0.007981486,-0.030278431
0.688,0.017970584,0.0069962903,-0.019129239,-0.0044780825,-0.018229628,0.023191929,0.024508664,0.0054017566,0.00034028207,-0.018439602,-0.0024463073,-0.013255957,-0.018094344,0.013577711,-0.016649807,-0.021314701,0.015788479,-0.0059275976,0.020317713,0.013105692,-0.028056439,-0.019173184,-0.007997209,-0.010183173,0.010115694,-0.0033371225,0.016800888,-0.016701901,-0.0073215635,0.015351362,5.2760744e-05,0.0016649247,0.013517341,-0.022651592,0.021712152,-0.0127232,0.024976138,0.018673558,-0.008323427,0.02649639,-0.01663536,0.00526341,-0.019179976,0.010356638,-0.0021589773,0.0018593048,0.029620554,-0.014212987,0.015199949,-0.01672934
0.862,0.025331696,0.009184785,-0.012556311,-0.0076738135,-0.010540404,0.027576827,0.023933345,-0.004352883,0.0070520206,-0.01600426,-0.009939039,-0.007658831,-0.022229308,0.018440297,-0.016453614,-0.028118478,0.029571876,-0.006436116,0.009479774,0.021030681,-0.039077267,-0.024213074,-0.0111268405,-0.0076285033,0.016773736,9.944387e-05,0.020775132,-0.021392696,-0.009113063,0.012160835,-0.005547936,0.0018666863,0.020683236,-0.025890363,0.02749596,-0.013201813,0.030670773,0.022742366,-0.003161493,0.03482655,-0.014335007,0.018505992,-0.030565439,0.007827183,-0.0032895217,-0.0072301608,0.025924625,-0.021356126,0.010213047,-0.025736934
0.333,0.015123057,-0.005129443,-0.0005805449,-0.014723555,-0.01811649,0.018384209,0.0068881805,0.00620994,0.009167632,-0.018203316,0.0007722091,-0.012525004,-0.01852326,0.015530313,-0.02594667,-0.010114281,0.011388746,-0.009853775,0.003911395,0.017745025,-0.02638526,-0.015098349,-0.011705553,-0.0059724655,0.00062489475,-0.00843243,0.017877229,-0.014736199,-0.020466166,0.02041136,-0.009420356,0.008697148,0.022719491,-0.006577528,0.020367997,-0.016597271,0.02195042,0.018552,-0.0035024027,0.018798867,-0.0025952312,0.009316353,-0.021783097,0.0132303815,-0.005095418,0.0019074108,0.01571112,-0.012964781,0.0043395115,-0.021403395
0.292,0.023638347,-0.0016526058,-0.003599945,-0.021602504,-0.01744933,0.024009613,0.017277462,0.020759584,0.014541534,-0.025872441,0.0014590002,-0.015292078,-0.021312833,0.019850006,-0.029854419,-0.03253258,0.026932541,-0.020952467,0.015874848,0.030499723,-0.04250658,-0.026597241,-0.016443148,-0.019192565,0.010795452,-0.013978711,0.027412167,-0.024339888,-0.022896579,0.04206754,-0.0010291224,0.008315228,0.028390385,-0.018056102,0.03201539,-0.02824755,0.027661676,0.029529253,-0.018417826,0.03758287,-0.0128955385,0.028516067,-0.03326456,0.021552563,0.006625435,-0.00422074,0.028043289,-0.022025302,0.0025905373,-0.032871
0.562,0.01720419,0.013497526,-0.0037832777,-0.0031792403,-0.012694769,0.017973974,0.013006021,-0.0043141847,0.0049731513,-0.007868102,-0.0002773008,-0.006006784,-0.014597959,0.0147702405,-0.013431516,-0.024530955,0.011601209,-0.0035878264,0.01450601,0.028357074,-0.023370503,-0.026693009,-0.016465222,-0.005795187,0.015548777,-0.002872592,0.013467363,-0.011469803,-0.01038834,0.016529325,0.002069541,0.0035418884,0.015303709,-0.018554064,0.018149132,-0.014322341,0.016591357,0.011104716,-0.0033370743,0.025478143,-0.01201023,0.0085651595,-0.01946464,0.012009189,-0.009227053,-0.004250419,0.023962831,-0.018130887,0.009054246,-0.017160412
0.52,0.021167463,0.0018746471,-0.01216269,-0.011175485,-0.0143854655,0.012210399,0.01938779,-0.0009966869,-0.0071673268,-0.015259001,0.00026104983,-0.009739618,-0.009237076,0.008583688,-0.020262355,-0.013316719,0.0055420147,-0.009658992,0.013691464,0.023850188,-0.026053263,-0.014954108,-0.015087539,-0.012042626,0.0103847645,0.007783943,0.016867865,-0.020193761,-0.01011259,0.014815275,0.003447564,-0.000781955,0.017551329,-0.01748253,0.018505508,-0.00082225254,0.02126981,0.0055834735,-0.0057408214,0.01734186,-0.0074060094,0.0023023298,-0.011763772,0.012556587,-0.004825465,0.0006453348,0.017359562,-0.0116529865,0.012705873,-0.013554933
0.667,0.021608992,0.0025478501,-0.016047,0.003994326,-0.014902708,0.011488998,0.017311241,-0.0034290946,-0.0022238824,-0.019078197,-0.009338127,0.007919059,-0.012357441,0.016406143,-0.016978005,-0.007276216,0.0042830734,0.0024836552,0.004678609,0.012213046,-0.015276816,-0.008138243,-0.021619026,0.0022251497,0.012632519,0.0027599586,0.01476569,-0.01973541,0.0014197766,0.009115958,-0.00553088,0.004294886,0.015967732,-0.018558316,0.014816298,0.0089046545,0.014613786,0.015408193,0.0066115535,0.021769697,-0.008255771,0.0052864733,-0.01235873,0.0025925045,-0.010799145,0.008315143,0.012513538,-0.0070499927,0.013158836,-0.008558543
0.604,0.022819262,0.0015243698,-0.008466699,-0.011502481,-0.008218728,0.021469107,0.016524514,0.004965151,0.0086605605,-0.012005237,-0.00848238,-0.005031237,-0.017794205,0.0140994545,-0.027150642,-0.026615793,0.02268124,-0.012779368,0.015503599,0.020978745,-0.029847238,-0.021776272,-0.010314707,-0.012994618,0.010412039,-0.00505616,0.017301906,-0.015130628,-0.013403457,0.020572009,0.0006737129,0.0007051285,0.017627733,-0.020859368,0.020025723,-0.015455647,0.028752783,0.021328622,-0.0092577385,0.023854243,-0.010577748,0.012967308,-0.026972434,0.017782789,-0.0022407742,0.002498795,0.023876946,-0.0164118,0.00460002,-0.029257597
0.542,0.01732516,-0.0010548149,-0.0057322048,-0.01696724,-0.010801771,0.025056524,0.020486308,0.012643679,0.0086721135,-0.01635188,-0.0005378992,-0.0092548225,-0.02181275,0.022285275,-0.029709725,-0.030359501,0.022881197,-0.022449484,0.0133313155,0.02771013,-0.033106904,-0.021179732,-0.017842282,-0.011565239,0.008973655,-0.009525681,0.025165474,-0.018579254,-0.015119066,0.024695478,-0.0038526591,0.0013590539,0.023890397,-0.012335955,0.025221169,-0.019030757,0.028002504,0.012237285,-0.015091912,0.038952608,-0.0095361695,0.018863352,-0.029062932,0.00993886,0.0018114733,-0.0010568349,0.027020695,-0.019502202,0.0017350994,-0.021850124
0.25,0.0061146067,-0.0010429212,-0.0016054241,-0.0021284842,-0.0073544304,0.009111818,0.007480704,0.00505834,0.014710452,-0.020334255,0.0026206998,-0.009558136,-0.011839022,0.010730176,-0.020149006,-0.014051649,0.010415745,-0.017126316,0.012422382,0.010737786,-0.026196592,-0.018010514,-0.01102267,-0.014536731,-0.00040698712,-0.0050660134,0.016752968,-0.008915752,-0.018845126,0.02422422,-0.0045371116,0.0042076875,0.0248714,-0.009603746,0.008584993,-0.012755582,0.009332282,0.01671659,-0.011080657,0.017135192,-0.0024362423,0.010543658,-0.020075962,0.009027338,0.002503014,-0.00084316055,0.011665638,-0.0036965609,0.0046697916,-0.010742251
0.509,0.008612524,0.0077179265,0.001294294,-0.012785903,0.0014394386,0.0068683694,0.005916892,0.0044774874,0.0013396643,-0.012915795,0.003929083,0.001256006,0.0019807075,0.009504781,-0.0026753466,-0.0058356314,0.0066363136,-0.009110992,-0.0018413541,-0.0014811455,-0.0012306437,-0.010097299,-0.005371644,0.003188975,0.0049042157,0.006843692,0.008335176,0.00024037069,-0.011926525,0.004556282,0.005490824,0.010831782,0.0109138135,-0.008075316,0.003958935,-0.007124529,0.015160174,0.009145408,0.007376007,0.006460903,-0.00076886814,-0.00069649843,-0.01024687,0.0021631473,-0.007953457,0.0018301421,0.012442186,-0.01750697,0.012913603,0.0020209255
0.375,0.015812505,-0.0011398462,0.0015453391,-0.011620165,-0.015044797,0.015974846,0.021575209,0.0028716398,0.008870377,-0.01672003,0.00033680807,-0.018125279,-0.01567594,0.015927562,-0.01774345,-0.029130885,0.02186809,-0.015676126,0.008345012,0.025430221,-0.035531145,-0.018260088,-0.009057848,-0.02092257,0.009427493,-0.00922414,0.02568676,-0.018955002,-0.01715518,0.023271926,-0.010336854,0.016226454,0.017230913,-0.014892883,0.025935797,-0.012110186,0.023499304,0.024838896,-0.015873235,0.025812242,-0.015229052,0.02020218,-0.028224178,0.01314562,0.0037088986,-0.0042461315,0.025411164,-0.016718961,0.0026258412,-0.021517271
0.583,0.023131372,0.008024084,-0.008636785,-0.0011597545,-0.0139808385,0.014054389,0.023799228,0.006010177,0.006547987,-0.018521512,-0.010470199,-0.012225949,-0.013300711,0.020844972,-0.016413074,-0.013369842,0.0139607005,-1.9424115e-05,0.006311726,0.021933777,-0.021354837,-0.019551795,-0.014803244,-0.008954859,0.0073909815,0.0047423067,0.02542588,-0.010447177,-0.0023548293,0.020488396,-0.0076421737,0.0059038782,0.015018777,-0.01902652,0.024957623,-0.00735666,0.010935227,0.021921536,0.00041350638,0.022851571,-0.005190612,0.012088607,-0.022997383,0.0062182243,0.004888328,0.009695261,0.018328803,-0.016876854,0.010004145,-0.021359004
0.458,0.016819501,0.0011917212,-0.0032835705,-0.01599724,-0.012922675,0.025939802,0.019626612,0.017085668,0.012461182,-0.01733266,0.0024701627,-0.009759595,-0.022207476,0.018556144,-0.031724177,-0.024996243,0.025795246,-0.017082725,0.01084634,0.028561687,-0.037769604,-0.027467662,-0.0060520563,-0.014920893,0.010237572,-0.01265851,0.023568178,-0.016065426,-0.019075708,0.034584664,-0.0017131631,0.0065670414,0.026220018,-0.016115328,0.030571224,-0.025071753,0.028133586,0.021294132,-0.01594757,0.033822175,-0.011883038,0.024667576,-0.030622281,0.021829171,0.008503502,-0.0019722364,0.028594734,-0.021440243,0.0047470746,-0.03152799
0.458,0.02302607,0.0045724385,-0.002939053,-0.010570345,-0.007303655,0.021910869,0.015229507,0.008121379,0.006546316,-0.022750009,-0.004969776,-0.008666851,-0.02036175,0.017944744,-0.022638012,-0.027320059,0.024561757,-0.014193933,0.007250774,0.022095164,-0.035141863,-0.022658927,-0.012764644,-0.009216967,0.013322737,0.0009331743,0.022692135,-0.016873552,-0.017652508,0.025334332,-0.010048174,0.0021003843,0.018376114,-0.012080223,0.023049744,-0.010992226,0.023732608,0.024959125,-0.008673043,0.032173373,-0.0093181105,0.017552791,-0.025626242,0.010871509,-0.0020232173,0.0005257548,0.02141312,-0.01604748,0.0065269754,-0.02054323
0.438,0.013359164,0.00430815,-0.0039486187,-0.0012889326,-0.0014626217,0.019024376,0.010877841,-0.005874203,-0.0039154775,-0.014344628,-0.0028353587,-0.004217639,-0.018939037,0.012196697,-0.015061869,-0.015725713,0.010696824,0.0038806405,0.0016516614,0.005686181,-0.016392464,-0.014189767,-0.010111588,-0.004723795,0.005511566,-0.017072726,0.010968585,-0.0064151757,4.25326e-06,-0.0014863489,0.00019954701,0.014098299,0.020101143,-0.007205855,0.006901518,-0.007211264,0.011560725,0.014800887,0.009517598,0.0026487405,-0.00403444,-0.0044656377,-0.012511951,-0.0013237759,-0.012834834,0.0023072492,0.022308452,-0.008196574,0.011924795,-0.009959065
0.583,0.008205109,0.011738242,-0.008986146,0.0064841043,-0.011380106,0.014137647,0.0062504727,-0.010341997,-0.006370739,-0.013750692,-0.018637013,-0.0010082475,-0.021848295,0.016965337,-0.009561589,-0.014210361,0.012954563,0.0007348345,0.0052629006,0.01815707,-0.032344,-0.022784255,-0.015275651,0.011434956,0.019144356,0.004052833,0.016207019,-0.015398409,-0.003284443,-0.002470878,-0.010479677,0.009901786,0.021071242,-0.022268152,0.021725595,0.0011270635,0.023829164,0.016361592,0.008263423,0.018009787,-0.016757505,0.0006779427,-0.01735048,-0.0010993604,-0.0071238847,0.005912357,0.017595863,-0.017892638,0.0109332325,-0.017997263
0.375,0.012170219,0.0055584116,-0.0060123433,5.66134e-05,-0.0013525677,0.013145125,0.0143839745,-0.0020868173,0.0079127075,-0.0046363086,-0.008114912,-0.0008946142,-0.015325899,0.008053771,-0.0042203846,-0.01680813,0.014842387,-0.0048881425,0.023278281,0.011883811,-0.015636744,-0.009933808,-0.005705367,-0.0036307436,0.012986129,0.00052570004,0.008024532,-0.006305793,-0.0037321646,0.0059789773,0.00476883,0.0034177417,0.0039458033,-0.013718329,0.011922436,-0.0046308655,0.022044579,-0.00011526529,0.009486667,0.018182779,-0.0049146246,-0.002624127,-0.008719661,0.008946968,0.0016466624,-0.00012292899,0.01262347,0.00023096199,0.0019153701,-0.011078056
0.306,0.019893525,-0.0013333015,-0.002521314,-0.021610161,-0.01279582,0.023402376,0.013925892,0.016931903,0.016602362,-0.020574786,0.0020464687,-0.010459118,-0.018315908,0.0141370455,-0.0314574,-0.023260681,0.022462616,-0.023230327,0.020174887,0.027872203,-0.03594795,-0.021761086,-0.015958076,-0.016588153,0.009696615,-0.012403218,0.027028112,-0.020966215,-0.020666655,0.034811046,-0.0017448075,0.007249432,0.025118163,-0.015343166,0.031850785,-0.025583228,0.025191208,0.025564827,-0.020050926,0.0380001,-0.014092196,0.02927196,-0.024466636,0.014019709,0.004513095,-0.002104214,0.020608744,-0.019783579,0.0028270637,-0.029521547
0.146,0.021787778,-0.0054035117,-5.270619e-05,-0.018246273,-0.01394561,0.024817768,0.016222669,0.026096389,0.020168763,-0.02543246,0.0041560074,-0.01400543,-0.019371985,0.01764735,-0.0348272,-0.030029124,0.02538815,-0.021982858,0.015222236,0.026714439,-0.037372537,-0.022305641,-0.01270727,-0.0219661,0.009649106,-0.012739253,0.028006976,-0.018121427,-0.029980313,0.041839793,-0.00544804,0.010680634,0.025821328,-0.015045543,0.029793834,-0.031533275,0.02980255,0.025385685,-0.0214816,0.034711856,-0.0054811826,0.03516649,-0.035405938,0.023451174,0.011285826,-0.005754094,0.027435897,-0.020804085,-0.0011058352,-0.02931046
