fear_index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
0.917,-0.014882645,0.0152762,-0.0024988626,-0.022116583,-0.023827817,-0.010786233,0.02260347,-0.011169771,0.0023063899,-0.007093923,-0.01854058,-0.005274344,0.011618999,-0.030112637,0.027626663,0.017191978,-9.352423e-05,0.002258393,0.002728301,-0.0075119194,-0.011439257,-0.01019433,-0.003456428,0.01443762,0.01434604,-0.016125541,-0.007897713,0.0003690382,0.02043817,-0.0068380036,0.012340099,-0.0056033847,-0.015970578,0.016387334,-0.015225859,0.007790392,0.021558018,0.0060736244,0.02273828,-0.016553957,0.0036104466,-0.01649446,-0.0012317924,-0.000664231,-0.015266668,-0.02086642,0.01579356,0.023435302,-0.010103997,0.021960245
0.688,-0.022057649,-0.001845067,-0.0057179695,-0.012038786,-0.024334352,-0.016659914,0.004247594,-0.008174604,0.0036340044,0.008873354,-0.016808916,-0.008369424,0.019110167,-0.016832009,0.029073212,0.023362841,-0.0068965596,-0.0012085963,-0.0022527433,-0.0098893605,-0.020690214,-0.0046026804,0.0030215504,0.018387431,0.028576292,-0.012623406,-0.0074574095,-0.010046318,0.018389396,-0.0007937553,0.0053286366,-0.00092100125,-0.015743805,0.021328542,-0.011764153,0.011671995,0.027534444,-0.009025208,0.019761793,-0.025005559,-0.001666408,-0.009778653,-0.0007528109,0.0053986968,-0.01888232,-0.017048076,0.003351766,0.022071166,0.0050591733,0.01601045
0.833,-0.015324717,-0.00130075,-0.0014721728,-0.020493032,-0.024583956,-0.008888657,0.015775526,-0.013346507,-0.0008649833,-0.0012028797,-0.021145256,-0.0014327851,0.025738366,-0.022090375,0.02806958,0.026222019,0.004912875,-0.004534417,-0.005803325,-0.023222113,-0.011300179,-0.007816342,0.0023738714,0.019026441,0.026131818,-0.016508564,-0.016793873,-0.00035492593,0.024560947,0.00890229,0.005811774,0.002432847,-0.021661041,0.019735761,-0.018916963,0.012353504,0.022387626,-0.0058671134,0.03345029,-0.0332817,0.005489774,-0.01549402,-0.008385909,0.002788223,-0.020736793,-0.016236015,0.012676455,0.025724223,-0.0007691181,0.025436912
0.333,-0.021176355,-0.010619181,0.0072071794,0.0036419898,-0.010383435,-0.016344588,0.008107238,-0.014292291,0.0043086754,0.0067919665,-0.0035019647,-0.00031702302,0.015369769,-0.0035023852,0.02546572,0.01938347,-0.005997277,0.01144831,-0.0066015203,-0.015738204,-0.020521652,0.004913604,0.016109904,0.010103327,0.013747271,0.0015251236,-0.018774481,0.003967722,0.012551732,-0.006305683,0.0070758923,0.012057241,-0.0069711,0.0053896033,-0.0121462755,-0.006285528,0.017975679,-0.016167577,0.013749853,-0.015443226,-0.015588297,0.0002349111,0.0012434935,0.008665665,-0.010130829,-0.016518135,-0.0017217806,0.010609883,0.011806977,0.014782387
0.667,-0.028875262,-0.02561381,0.0029080338,-0.0088640265,-0.02408075,-0.016094485,-0.003879475,-0.01842213,0.011281434,0.01931545,-0.011253078,-0.016203139,0.022940805,-0.013540787,0.038206372,0.033193257,-0.017645163,0.0011062771,0.0022652578,-0.02246034,-0.027035976,-0.0025305187,0.01966639,0.03861988,0.039156288,-0.010555931,-0.028118784,-0.017046483,0.020678783,0.0012516512,0.011425302,0.024217058,-0.023643691,0.029995648,-0.019811802,0.011003328,0.037685703,-0.021255095,0.039734367,-0.031504586,-0.013745605,-0.0075208796,-0.0031921975,0.004969993,-0.02421058,-0.019402789,-0.0011819799,0.03523262,0.015684925,0.018451303
0.667,-0.025273314,-0.018712731,0.0027435017,-0.009929383,-0.017338047,-0.01930694,-0.004429768,-0.012216257,0.016570885,0.014544517,-0.009320257,-0.015600293,0.016329277,-0.009591414,0.030045055,0.019533567,-0.012859302,0.0037247613,0.004881565,-0.01583205,-0.023597753,-0.002319858,0.008300463,0.031501114,0.029473798,-0.006616917,-0.0142695885,-0.006743197,0.020988526,-0.003588198,0.014571741,0.020867089,-0.023371655,0.025950104,-0.02306701,0.00509681,0.027532602,-0.012220823,0.02974412,-0.034390382,-0.016254332,-0.005283991,-0.009861201,0.0055010356,-0.021537011,-0.012370739,-0.0003208249,0.027056389,0.012214095,0.01210236
0.593,-0.017857099,0.0024529686,0.004979446,-0.011896666,-0.012552718,-0.013688497,0.008632139,-0.021982273,0.009668211,0.0029226316,-0.008193798,-0.00852983,0.0120797865,-0.017626232,0.017203543,0.006415862,-0.0004052159,0.0013780566,-0.008210343,-0.015585154,-0.0033807592,-0.0047452063,0.0034838188,0.0048369206,0.023325378,-0.00011805806,-0.0054947166,0.001287957,0.0164095,-0.007629433,0.0018081133,-0.0012156997,-0.0019878782,0.003949061,-0.011480409,-0.000792534,0.025647542,-0.0011938503,0.022847157,-0.013309369,-0.006698251,-0.01780483,-0.0092372615,0.009758116,-0.008922646,-0.019555561,0.0064793252,0.012351896,-0.0014443125,0.011644664
0.481,-0.027882239,-0.025480418,0.005183974,-0.01248887,-0.023409091,-0.023183191,-0.0076272422,-0.018912723,0.013744319,0.017979002,-0.010570778,-0.0064686546,0.03173406,-0.015478037,0.03701076,0.02494607,-0.01808628,0.00017835363,-0.0024112517,-0.02786006,-0.018961,0.0027955358,0.020922527,0.032682322,0.034416616,-0.009868477,-0.020183744,-0.0064069284,0.022984372,0.002737084,0.015657686,0.020125233,-0.021587525,0.032673784,-0.020267336,0.0016478866,0.028848745,-0.02371676,0.033769976,-0.030603005,-0.013302577,-0.008284514,-0.010278849,0.0050398,-0.021601133,-0.02340595,-0.006768708,0.028615328,0.018547533,0.021328015
0.562,-0.016111318,-0.008591321,-0.002748489,-0.0068045473,-0.008119207,-0.020139126,0.0077206967,-0.016646886,0.0068114563,0.008808459,-0.0061217104,0.0008963124,0.01880487,-0.01629795,0.022769129,0.020468283,-0.0041918973,0.005789569,-0.0016298081,-0.01301414,-0.0049439697,-0.0017208023,0.004644231,-0.002574736,0.028983723,-0.010688043,-0.0020366728,-0.0046654325,0.012834345,0.00097638613,0.00042355468,-0.0014748524,0.00204746,0.010849647,-0.012476666,0.00528855,0.022782292,-0.010094417,0.015541947,-0.020501256,-0.008094056,-0.0055189105,-0.007792326,0.0052476674,-0.01705269,-0.019614028,-0.0016561416,0.02314154,-0.00036669406,0.013272535
0.794,-0.039126463,-0.032323193,0.005656785,-0.0065295054,-0.030149702,-0.029327387,-0.0022385363,-0.025259493,0.018668167,0.027084753,-0.0099959,-0.00942613,0.028066143,-0.015050579,0.048710275,0.034295753,-0.024117403,0.007689294,-0.0006194024,-0.02752601,-0.029160177,0.0038125555,0.026002482,0.04076406,0.042333107,-0.008839968,-0.030316733,-0.011265201,0.021971542,0.0010776893,0.0165068,0.02777313,-0.025519485,0.03382048,-0.023353102,0.0037349958,0.041077267,-0.032315303,0.0391434,-0.038138162,-0.016418671,-0.0076355617,-0.0055184197,0.004420917,-0.025816355,-0.029729843,-0.0057933154,0.038377315,0.019991038,0.016740745
0.333,-0.021516899,0.003217571,0.010600133,-0.0019949428,-0.00644086,-0.019665964,0.0022872377,-0.016222052,0.022270648,0.010394193,-0.008593548,-0.013282294,0.005422783,-0.012576845,0.012820964,0.012270518,-0.0048494865,0.005965168,-0.021022301,-0.015187041,-0.011207453,-0.0043984395,0.008555828,0.02548451,0.0060790055,0.0021365387,-0.0052154306,0.012453711,0.0019307483,-0.0056210863,0.014742062,0.010268203,-0.012329538,0.00512823,-0.015495255,-0.004618206,0.015621332,-0.010012073,0.01907332,-0.015101064,-0.00957361,-0.0020401333,-0.008945866,0.012689605,-0.015661811,-0.003381909,0.0008119352,0.018167144,0.010737529,-5.5927958e-05
0.438,-0.036229398,-0.02194915,0.008084293,-0.003648617,-0.022497721,-0.026699869,0.0028987806,-0.020584138,0.013813987,0.019885246,-0.006591929,-0.008389083,0.02978841,-0.014057376,0.041800912,0.032044984,-0.01745559,0.006474348,-0.0030175394,-0.027471336,-0.025789233,0.002563513,0.024370674,0.026803154,0.039484147,-0.008060702,-0.02787488,-0.005542117,0.02267516,0.0029532134,0.012498672,0.017420424,-0.018307103,0.026883861,-0.021208432,0.0011059728,0.030911151,-0.023893641,0.03186501,-0.033640657,-0.0140487645,-0.0054982924,-0.008456396,0.00404879,-0.020368105,-0.02108346,-0.00041193923,0.03162123,0.02340575,0.01519882
0.75,-0.015030082,-0.008583981,-0.008762318,-0.0069916807,-0.021825874,-0.012801044,0.005686475,-0.01539491,0.007935038,0.0038004303,-0.009916416,-0.007777663,0.020068878,-0.01671007,0.030456325,0.027698722,-0.010432569,-0.0010350137,-0.000117079704,-0.017044095,-0.013578207,-0.00877306,0.003151176,0.017287275,0.03320493,-0.014814509,-0.016636498,-0.006722158,0.018625537,0.010774203,0.0039948192,0.005111781,-0.0122985095,0.022319522,-0.0061186394,0.017975781,0.019452615,-0.0018564588,0.029297786,-0.024484826,0.0029681728,-0.01378206,0.00048969896,0.0050885547,-0.016504722,-0.016333843,0.004927682,0.028209155,-0.0028596735,0.012743571
0.38,-0.020444578,-0.012947288,0.0053431205,-0.007145655,-0.01392866,-0.016677435,0.0031377834,-0.013216456,0.0103051085,0.009508208,-0.013104413,-0.004521579,0.01725034,-0.013207087,0.0303632,0.0169859,-0.012482193,-3.64288e-05,-0.0024494512,-0.017449243,-0.008759693,0.0014887332,0.012566144,0.019506251,0.030425379,-0.00010595936,-0.023875285,-0.01068684,0.008283301,0.0049356143,0.009220769,0.0129588675,-0.0118462965,0.017306922,-0.010483277,0.009884715,0.029609736,-0.021646602,0.024057353,-0.02429581,-0.010738986,-0.007140329,-0.0036698063,-0.00034021892,-0.019708747,-0.012914352,0.006571705,0.023464166,0.010212313,0.014093528
0.583,-0.027928205,-0.02412415,0.012326408,-0.010032616,-0.023303293,-0.018178323,0.008767708,-0.021411974,0.010296339,0.018988084,-0.0058633112,-0.008750665,0.0230102,-0.018501064,0.0404704,0.026907733,-0.012874032,0.004388023,-0.0025415486,-0.024338149,-0.020893916,-0.0015058456,0.016400646,0.032882147,0.03309839,-0.0050092093,-0.020498428,-0.0016285464,0.016214347,0.008470499,0.015063819,0.01938861,-0.019084062,0.026387516,-0.017855292,0.004834263,0.033510048,-0.022192147,0.03160073,-0.029680217,-0.00866457,-0.0014386054,-0.0077054077,0.0037341032,-0.017750438,-0.019339819,-0.0023957966,0.024512116,0.018738808,0.013991871
0.479,-0.03157248,-0.021810992,0.004687401,-0.0053137178,-0.018640231,-0.022291426,0.006623809,-0.012747532,0.01148283,0.010020097,-0.008978707,-0.008229278,0.017126566,-0.01660037,0.03597802,0.025443483,-0.008021938,0.002690428,0.00024154945,-0.015347728,-0.019652873,-0.003961714,0.0151468795,0.021909948,0.029439585,-0.006522452,-0.023324227,0.0018613536,0.019377276,0.0005219914,0.015527307,0.016536232,-0.024601655,0.022027217,-0.012180978,0.008913994,0.022301663,-0.023920318,0.03684674,-0.027503228,-0.00812171,-0.00064041896,-0.011169346,0.0038876457,-0.027404439,-0.02005953,-0.002800472,0.02323093,0.014266155,0.016919434
0.229,-0.03859475,-0.0341725,0.0050348155,-0.00523849,-0.025955072,-0.028157908,-0.004560349,-0.01811831,0.014159211,0.030046113,-0.006006668,-0.006534872,0.020697711,-0.009880977,0.03845487,0.033245716,-0.026905015,0.011829374,-0.0030911635,-0.024498422,-0.0229594,0.0038929966,0.027688734,0.03242314,0.038999144,-0.005051586,-0.025611099,-0.0040606977,0.020177197,0.0007505191,0.018464653,0.025625795,-0.019123267,0.028122734,-0.021365104,0.002266264,0.036238115,-0.028414037,0.033221804,-0.030740747,-0.020179214,-0.005775515,-0.009890278,0.006618147,-0.023264991,-0.025670858,-0.010422576,0.031116072,0.019530565,0.014531658
0.271,-0.025059126,-0.021790847,0.012447589,-0.007727302,-0.01843073,-0.024191411,-0.0077885063,-0.017516583,0.012164799,0.01684554,-0.01387658,-0.005717441,0.01811376,-0.011792661,0.034438577,0.028172538,-0.01992339,0.011115147,-0.0052250577,-0.022346508,-0.017448058,-0.00019552652,0.020409498,0.023625195,0.03702692,-0.0040032035,-0.017754499,-0.0031250003,0.016319925,0.0016092391,0.017015263,0.023380712,-0.015895363,0.021724094,-0.017123824,-0.001449199,0.035483316,-0.023752281,0.031217685,-0.02717878,-0.014236872,0.0006358982,-0.009688367,0.005973558,-0.016752556,-0.029373098,-0.0063744267,0.024020504,0.019089052,0.015039665
0.667,-0.011423785,-0.008712782,0.00799827,-0.009205578,-0.02078946,-0.018707056,0.008419873,-0.013277244,0.004066371,0.022274949,-0.011461417,-0.0027349032,0.019973094,-0.005018007,0.033894576,0.014568643,-0.0055287657,0.0018605595,-0.007812798,-0.01184359,-0.011190355,-0.0055879676,0.004665444,0.019205844,0.026506098,-0.009773985,-0.011301908,0.0014749401,0.018720783,0.008518326,0.011955558,0.002444251,-0.014141842,0.017235426,-0.012394661,0.0013482398,0.01733607,-0.009032768,0.023200821,-0.017410219,-0.0004724824,-0.011965876,0.0032106647,0.00013226457,-0.01727205,-0.008419489,0.004204494,0.031121094,0.009626691,0.010097602
0.542,-0.019845156,-0.0058802394,-0.0029130173,-0.008478708,-0.014751297,-0.026619172,0.006516157,-0.0063952403,0.011695387,0.009251061,-0.011677739,-0.005948445,0.017203126,-0.012360043,0.028147267,0.01768004,-0.009711368,0.0044309953,-0.0078054187,-0.008878651,-0.0050148587,-0.0032859307,0.014220981,0.014763783,0.013665001,-0.009509092,-0.0031735871,-0.0012001395,0.008622839,0.0021394393,0.007366881,-0.0011678874,-0.01390298,0.011481169,-0.017186956,0.002209996,0.019247409,-0.008154326,0.021295173,-0.014712789,-0.012800637,-0.0015581722,-0.004558219,0.00068836974,0.0006403257,-0.0025778469,0.003516809,0.009450078,0.003042372,0.005249115
0.68,-0.014194072,-0.016309109,0.0033711744,-0.0076322947,-0.013879311,-0.008903051,-0.004286089,-0.009054976,0.012364448,0.0059382003,-0.005971883,-0.010765304,0.022144454,-0.008798597,0.028115641,0.011583911,-0.004066767,0.0047103,-0.0022526565,-0.021974342,-0.020051442,-0.0014923812,0.012235385,0.015373665,0.02484088,0.00032557687,-0.013622928,-0.0026342003,0.013027679,0.0040160804,0.012807747,0.012378865,-0.009425841,0.01081101,-0.013901348,-0.0016027727,0.018479794,-0.006800581,0.025995268,-0.023754649,-0.006437335,-0.002432247,-0.0073446077,-0.00038008438,-0.0066418676,-0.0076543726,0.0015937397,0.02009293,0.0114359595,0.018840527
0.896,-0.018405635,-0.008300384,-0.0023710073,-0.011111306,-0.019467684,-0.020711338,0.01105049,-0.01494389,0.0017950479,0.0032151572,-0.013713647,-0.0037553892,0.027831063,-0.012649749,0.03981295,0.026943862,0.00028654607,0.0068721967,-0.0001909011,-0.009457357,-0.01473861,-0.0077814898,0.008998916,0.02167497,0.025948731,-0.011958417,-0.025942659,-0.009072809,0.025165118,0.005940317,0.006936064,0.0014783721,-0.01533458,0.026894365,-0.019455967,0.005012715,0.02414876,-0.012302667,0.028335845,-0.030508433,-0.0034161885,-0.015307531,-0.01078428,0.0024434703,-0.021156464,-0.012964616,0.011250216,0.03312351,0.0028740056,0.018468518
0.604,-0.022110032,-0.016166892,-0.0045689805,-0.009788321,-0.02067198,-0.013993934,0.0063683772,-0.017358324,0.0015616259,0.0045182873,-0.014464761,-0.009838035,0.017558884,-0.009200528,0.029877188,0.022564165,-0.0065770606,-0.0047443337,-0.005846009,-0.017958071,-0.01783397,-0.002179475,0.01010906,0.017192835,0.02743767,-0.009920859,-0.024827847,-0.0066356873,0.02087775,0.0034618569,0.005855932,0.003959642,-0.019902457,0.024520354,-0.011026727,0.006078485,0.02926918,-0.01320933,0.030681299,-0.031142982,-0.0035259328,-0.008184847,-0.009374915,0.005823422,-0.018052781,-0.01807499,-0.0024752633,0.025151473,-0.002675772,0.014254332
0.188,-0.02500141,-0.007172481,0.013933551,0.0017369951,-0.012499993,-0.015512952,0.0027081426,-0.012952483,0.009542021,0.021005165,-0.00013002387,-0.0025719302,0.015661562,0.0016155846,0.018922014,0.0022283057,-0.014957667,0.011970141,0.00040224503,-0.011028659,-0.0055480525,0.002966683,0.01821778,0.020131387,-0.0022435966,-0.003934652,-0.012002965,0.0033461777,0.012209708,-0.010816125,0.016492547,0.020310527,-0.008302351,0.009857151,-0.016290996,-0.0031226035,0.0125256805,-0.018291201,0.015167502,-0.020616962,-0.011473624,0.0067724297,-0.0006535747,0.0058378284,-0.010509073,0.001393545,-0.008001616,0.012306808,0.008945908,0.00013580118
0.208,-0.017590128,-0.015517762,0.0099020535,0.0075166645,-0.009750988,-0.014062851,-0.0032204906,-0.015988464,0.004064313,0.010649355,-0.0053517087,-0.008588128,0.012508707,-0.007754458,0.013915265,0.0101298485,-0.016509684,0.0035489036,-0.004285489,-0.01655284,-0.006499114,0.00017828622,0.016337885,0.018270975,0.008612981,-0.0062520406,-0.008266458,9.48236e-05,0.010849683,-0.0008838624,0.009838294,0.012454776,-0.011066391,0.01740843,-0.010361663,-0.002468472,-0.00029480213,-0.016290775,0.016609082,-0.015162494,-0.009155364,0.006360801,-0.0020162286,-0.003455092,-0.0005747386,-0.007709472,-0.006201882,0.008077086,0.00626438,0.00450134
