class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,predicted_class
0,-0.020678211,-0.036186557,-0.0034066765,0.011762835,-0.016635852,-0.008115494,-0.003056381,-0.0042171986,-0.031233115,0.0075024585,0.0015792662,-0.0027001388,0.012406609,0.022238834,0.022205587,0.0043321573,-0.016973402,0.0022158218,-0.0026971682,0.013364539,-0.014968011,0.015327038,0.009964136,0.011351194,-0.020811062,-0.0024525113,0.007064619,-0.022285582,0.015864976,-0.008715099,-0.011188195,-0.0007309672,0.009279276,0.0052414318,0.0035975762,-0.0059597106,-0.011497291,0.009821086,-0.005980282,0.0035487455,0.012027857,0.00570535,0.01070635,0.0015643059,0.003554284,0.003200053,0.0036959872,-0.004671529,0.020798733,-0.005646931,1
0,-0.06618472,-0.16088675,0.0093204,0.062439274,-0.07902711,-0.03900275,-0.02894673,-0.022566674,-0.10487511,0.030946963,0.06432718,-0.008827243,-0.010395148,0.07434922,0.0138716,-0.0015610112,-0.06932992,0.061239958,0.025164967,0.06316024,-0.04687146,0.0044915737,-0.021824945,0.0045953593,-0.041668043,0.014243885,-0.008291171,-0.062671244,0.0433937,-0.022594886,-0.03307286,-0.018081425,0.01054827,-0.010708869,0.013314918,-0.0073331506,-0.05333404,0.011925913,-0.047293484,-0.054185927,0.06501077,-0.00043715554,0.011343247,-0.0026211694,-0.06267876,-0.054227177,-0.08604276,0.03070106,0.14522976,-0.010368327,1
0,-0.05709052,-0.1499989,-0.0021177996,0.061279472,-0.07628408,-0.041243732,-0.043141164,-0.02599928,-0.10004798,0.029063094,0.07091247,0.0016430249,-0.021447664,0.0737247,0.027248174,-0.0012177931,-0.07565132,0.07560114,0.026647251,0.056068297,-0.050557077,-0.015324902,-0.030512774,0.008558714,-0.04990193,0.028966129,-0.021291198,-0.06261581,0.025485568,-0.014566138,-0.038953956,-0.019550145,0.032081787,0.004225225,0.020733444,0.008128857,-0.057322413,-0.0021939008,-0.05327469,-0.038436104,0.074543454,-0.008853166,0.03149136,-0.0030976299,-0.051042527,-0.05489065,-0.0670467,0.024951946,0.12849067,-0.018469559,1
0,-0.02910784,-0.078169204,0.0008253722,0.041357663,-0.037529457,-0.016066508,-0.02443632,-0.008162152,-0.06027929,0.012130051,0.028078185,-0.0009003178,-0.0011476232,0.03438365,-0.0045445305,0.012962447,-0.04393132,0.03377893,0.014170346,0.040614057,-0.019991063,0.012149874,-0.015923206,0.019150404,-0.018416978,-0.015073106,0.0127873365,-0.036605924,0.015655072,-0.021255452,-0.024644678,0.0035956688,0.0005256721,-0.001334199,0.008913732,-0.016305072,-0.022137625,0.018778149,-0.024468657,-0.030907447,0.024232496,0.002108564,0.0019120689,-0.008943278,-0.030816775,-0.01696283,-0.04967801,0.012595831,0.06994901,-0.013236483,1
0,0.004738952,-0.039600827,-0.0187687,0.030776598,-0.03689308,-0.020099796,-0.03602353,-0.036209546,-0.021131992,-0.0073131393,0.047024358,0.014520227,-0.029897653,0.008352117,0.026262604,-0.004301024,-0.029856626,0.05057097,0.009529143,0.0063546696,-0.02634875,-0.039438203,-0.020226538,0.021129906,-0.046273965,0.019701593,-0.007938912,-0.03899993,-0.014018738,0.008891902,-0.028622678,-0.008695805,0.01323002,0.034570064,0.006459714,0.014181411,-0.048429992,-0.01373006,-0.044829637,0.00091452536,0.046694845,-0.02348626,0.024049368,-0.010687553,0.012004929,-0.025816344,-0.0015129481,0.002302073,0.00881714,-0.022852153,1
0,-0.037326597,-0.10138631,-0.004898744,0.05456577,-0.0638366,-0.02015102,-0.037289485,-0.026566057,-0.06529536,0.0039243298,0.04414121,0.008935635,-0.010687133,0.04056756,0.013653635,-0.005560183,-0.051892582,0.050324306,0.010705556,0.033187687,-0.04539919,-0.011783403,-0.01670527,0.02716332,-0.051526252,0.020028966,-0.018123578,-0.053241443,0.015384003,0.0027084379,-0.025108496,-0.022364361,0.023372795,0.01218105,0.016071325,0.012630019,-0.037328567,-0.0041432553,-0.05089596,-0.019715229,0.054450642,-0.0039820904,0.011038608,-0.0058973767,-0.030018011,-0.040104087,-0.03320486,0.019131288,0.08306709,-0.023655416,1
0,-0.09048879,-0.19821611,0.024080465,0.072534814,-0.0821204,-0.04637261,-0.0275733,-0.005671915,-0.1313386,0.03819973,0.06512305,-0.021604473,0.0049503595,0.08978241,0.013507424,0.014939507,-0.08044854,0.0633636,0.030053321,0.07971713,-0.045593437,0.012947263,-0.020450797,0.008405553,-0.041246504,-0.000934969,-0.0020846005,-0.06576167,0.0560422,-0.034757,-0.027771195,-0.016511526,0.0060857446,-0.01994347,0.022731438,-0.012314561,-0.04598459,0.024380537,-0.049243093,-0.06690886,0.067331515,0.014694383,0.010927874,0.0026958364,-0.08500461,-0.057224207,-0.10491072,0.033747558,0.1765053,-0.008958133,1
0,-0.0045903996,-0.052788783,-0.0010074425,0.0047034854,-0.027954653,0.004728172,-0.004426322,-0.00038702379,-0.040598474,0.015523697,0.020429792,0.0028344234,0.00093928823,0.004509022,0.024115065,0.022483356,-0.03621311,0.0016805738,0.03381563,0.008336938,-0.0019961728,0.011339597,-0.0066093877,0.0019303673,-0.014972127,-0.0057201437,0.0015715086,-0.019198423,0.010884075,-0.025301903,0.0019086816,0.009182941,0.01998764,-0.0095252525,-0.009151252,-0.0045342287,-0.022786966,0.009712042,-0.018124133,-0.007239043,0.011500522,0.0037100364,0.013566447,0.011160041,-0.0002851968,-0.019159416,-0.03127881,-0.00069858384,0.031786297,-0.015203528,1
0,-0.082526974,-0.1643992,0.021287715,0.059163503,-0.072467916,-0.034091286,-0.022340892,-0.0120324595,-0.10950516,0.034544036,0.05906477,-0.022890063,-0.0016762766,0.07718191,0.01788675,0.012284586,-0.08187245,0.055401415,0.032776028,0.07188407,-0.04378218,0.011740301,-0.021862417,0.004008681,-0.034961566,-0.002059739,-0.004028538,-0.065938026,0.04526788,-0.03830894,-0.025453845,-0.01720727,0.004923861,-0.01722373,0.017725112,-0.014189527,-0.045115154,0.017924,-0.04306586,-0.051761847,0.06314457,0.0075194314,0.0146238245,0.0062101185,-0.071326554,-0.05461039,-0.09595153,0.02399924,0.14965965,-0.007853099,1
0,-0.06789165,-0.13739191,0.013039133,0.042114593,-0.056619983,-0.02549732,-0.01631631,-0.006393432,-0.08873445,0.032819323,0.04876265,-0.016251892,-0.0018051285,0.06802679,0.018552389,0.014968478,-0.07093974,0.050404903,0.029493904,0.06080459,-0.03562339,0.009817402,-0.014041985,0.0025951145,-0.033312358,-0.0056534824,0.0007137887,-0.058898684,0.03524687,-0.037837368,-0.020921117,-0.008106712,0.0064627402,-0.019292686,0.005470044,-0.012713374,-0.039328996,0.0167993,-0.03479565,-0.04769055,0.05092448,0.003503813,0.01689485,0.010468483,-0.054005247,-0.042448614,-0.07844255,0.016299017,0.123420484,-0.0076022833,1
0,-0.06527433,-0.14524373,0.017708229,0.047094703,-0.0550901,-0.02390803,-0.0144678755,-0.007692123,-0.09535242,0.039167352,0.050369818,-0.019119423,-0.00067929935,0.05808255,0.009014959,0.01603529,-0.07095189,0.041616317,0.031987604,0.05641006,-0.029793903,0.0054024654,-0.015952507,0.007193272,-0.029932465,-0.001493776,0.011686631,-0.04159051,0.026949218,-0.023557032,-0.019570304,-0.009387305,-0.00084381667,-0.021117568,0.008066509,-0.0105025,-0.033762258,0.013334782,-0.035688736,-0.043295775,0.05495717,0.004686758,0.009149165,0.007482867,-0.060351625,-0.0398665,-0.073027164,0.015515654,0.12054009,-0.010599981,1
0,-0.07890934,-0.17638484,0.016541887,0.057324264,-0.07411788,-0.032008562,-0.021407397,-0.0042806715,-0.11674403,0.040300578,0.057936233,-0.01659597,-0.0013363174,0.072506145,0.019051222,0.011644453,-0.08118245,0.04749845,0.036847737,0.07403612,-0.04493715,0.010454649,-0.022275314,0.005451814,-0.03456618,-0.0027746395,0.0025372652,-0.058507625,0.043169085,-0.03675393,-0.023432108,-0.0066246013,0.009307943,-0.023010872,0.014681909,-0.018393347,-0.045997664,0.017441941,-0.0415093,-0.056567296,0.05883782,0.012996271,0.013328104,0.011312897,-0.07230662,-0.052645884,-0.094440594,0.024627708,0.15532334,-0.010707777,1
0,-0.056500573,-0.14017262,0.011498093,0.03888095,-0.060779363,-0.017350705,-0.024226164,-0.0018635866,-0.088579655,0.033697274,0.0501682,-0.017654568,-0.001124797,0.049752764,0.01866687,0.016073376,-0.0635156,0.044741705,0.030838493,0.05287804,-0.037636343,0.005084625,-0.01973579,0.005831777,-0.029751899,-0.0034604403,-0.000914411,-0.04869404,0.03269253,-0.032086868,-0.024197865,-0.001942749,0.0055308603,-0.022073017,0.011371876,-0.0062589543,-0.040129416,0.007466922,-0.04064381,-0.043140456,0.045619097,0.01280594,0.013687826,0.012634509,-0.049936842,-0.04030485,-0.07346945,0.010157425,0.1124249,-0.01634877,1
0,-0.08074273,-0.1649823,0.021637792,0.06027508,-0.07468548,-0.035501227,-0.02121621,-0.012892119,-0.10903278,0.03421151,0.054834414,-0.025829207,-0.0031143925,0.073138736,0.014269875,0.0048987195,-0.08123847,0.052245885,0.032060597,0.06674822,-0.044183586,0.009959455,-0.024923509,0.0010343015,-0.038643427,-0.0024260278,-0.0079629,-0.06702839,0.04663766,-0.03460713,-0.026267935,-0.017345827,0.005551694,-0.014899737,0.014693065,-0.014371773,-0.043530796,0.016859237,-0.042931076,-0.052548107,0.059858445,0.0037709153,0.012265505,0.004464423,-0.072978176,-0.05296921,-0.09253731,0.02414465,0.15030392,-0.007622939,1
0,-0.0540601,-0.13316417,-0.0017182662,0.047068197,-0.056275174,-0.026974436,-0.020952484,-0.0017813996,-0.088291995,0.030147702,0.038379624,-0.002143138,0.0044873124,0.068031676,0.008874016,0.015979424,-0.050464153,0.036533836,0.021380061,0.058883864,-0.029465428,0.018871766,-0.007852616,0.0039580003,-0.027771108,-0.008533616,0.009896849,-0.047685787,0.036091372,-0.033727348,-0.024691956,-0.009932084,0.010230766,-0.013937033,0.014870244,-0.014319982,-0.028294751,0.021939088,-0.03153624,-0.025381796,0.05174652,0.012668058,0.017740002,0.009083781,-0.052092027,-0.03298318,-0.06755922,0.015455548,0.122935064,-0.022708613,1
0,-0.078401506,-0.16547747,0.018579809,0.058060464,-0.07551104,-0.030122839,-0.019748844,-0.010033468,-0.112134166,0.036672965,0.05406612,-0.022920826,-0.0012417121,0.074528195,0.017517194,0.011036638,-0.08236205,0.052361436,0.033658423,0.072522655,-0.040768687,0.0135852145,-0.022902027,-0.0022446797,-0.036900926,-0.0026376636,-0.0031990225,-0.063079685,0.0472469,-0.034757793,-0.023907613,-0.015797937,0.009198498,-0.018263647,0.013430645,-0.016251594,-0.043879617,0.016955389,-0.040277794,-0.04959172,0.059436038,0.008933768,0.01449062,0.010281434,-0.07041761,-0.053615708,-0.0970386,0.025054393,0.15307127,-0.009507753,1
0,-0.051181514,-0.1289478,-0.00022220815,0.05928388,-0.06702847,-0.017706394,-0.024734432,-0.0027144542,-0.08940614,0.015516946,0.06213944,-0.005725469,0.009183709,0.055950757,0.00615478,0.004542302,-0.060633652,0.05543367,0.023615533,0.049146235,-0.041066658,0.00325453,-0.010609447,0.003123487,-0.028354393,-0.00039206853,0.0031702928,-0.050687656,0.035962857,-0.020925926,-0.017776994,-0.01103966,0.007923026,-0.014865151,0.011969903,-0.013217407,-0.041077234,0.01639169,-0.042292014,-0.033248514,0.05128274,0.0058333264,0.010258775,-0.002585151,-0.050351113,-0.041401923,-0.06450344,0.020039206,0.11629789,-0.016299298,1
0,-0.027677752,-0.07259171,-0.0054048975,0.028041828,-0.04067792,-0.02732871,-0.009420228,-0.0004577788,-0.05539018,0.008730839,0.026539775,-0.0015720557,-0.00021365985,0.0353585,0.013297827,-0.008027714,-0.031560816,0.026157446,0.005669384,0.03631717,-0.012544953,0.009204637,-0.002422443,0.010658376,-0.019264057,-0.0076111066,0.002062567,-0.025365544,0.027441055,-0.020150626,-0.018791229,-0.010895729,0.017594405,-0.009490282,0.018971803,-0.00807351,-0.030320933,0.0037799934,-0.024630563,-0.0069299685,0.023948949,0.012612882,0.0074769766,-0.013117277,-0.030745814,-0.016316077,-0.047035515,0.022460291,0.075922,-0.020744363,1
