anger_index,sarcasm_irony_index,class
0.5664620445991814,0.8,1
0.5107411170221082,0.4,1
0.4427739894380352,0.8,1
0.5549247934690803,0.3,1
0.6790880684685147,0.9,1
0.4371214539124839,0.9,1
0.595753382089899,0.15,1
0.5369655144782328,0.85,1
0.6507548848489668,0.9,1
0.5613963126747507,0.2,1
0.5952698961910773,0.9,1
0.7443013009969452,0.85,1
0.484648254529352,0.7,1
0.5253537445586975,0.85,2
0.4313102036267447,0.8,2
0.5277983288755774,0.1,1
0.5193785168846516,0.3,1
0.6378572272399273,0.5,0
0.6756673224292198,0.9,1
0.4520433050419103,0.1,2
0.1913430717002427,0.9,2
0.4407384300652535,0.8,2
0.5064711972483168,0.2,1
0.4484997627318374,0.6,2
0.6291016954166396,0.2,1
0.3941262094939484,0.3,1
0.5024937246235988,0.9,1
0.613767484634116,0.75,1
0.5831749667313902,0.2,1
0.3360194555813923,0.1,2
0.4970766359063061,0.7,1
0.6520462509916806,0.8,1
0.5885448369748982,0.8,1
0.5700337373895503,0.7,1
0.4955323269136709,0.3,1
0.4467652164153299,0.0,0
0.5493091841422238,0.75,1
0.3723714439077733,0.8,0
0.4870542073035521,0.9,2
0.4893877561502171,0.9,1
0.462474677652231,0.0,1
0.4395037710707444,0.9,1
0.5470039582813596,0.9,1
0.5100230006404382,0.8,1
0.3680984002035989,0.7,1
0.3882005109358483,0.8,1
0.3760731897723177,0.8,1
0.4610210197805073,0.8,1
0.5268469389278504,0.7,1
0.5222713374590755,0.5,2
0.4920322032137685,0.5,1
0.5542644358359705,0.8,1
0.5032977599718531,0.12,0
0.3869588702680165,0.8,2
0.436399303369905,0.7,2
0.5399600042774196,0.8,1
0.4280336444528883,0.2,1
0.4007120994464157,0.9,1
0.5404721052678116,0.7,1
0.6384442354840184,0.8,1
0.6424032595461433,0.6,1
0.3824757979791503,0.9,1
0.5598142502532876,0.2,1
0.5246630606094622,0.5,1
0.5991747053608231,0.2,1
0.5501923694398607,0.85,1
0.3829141924242841,0.6,1
0.4599227887081365,0.8,1
0.6841421759597898,0.8,1
0.2274995692006826,0.9,1
0.3827564475593061,0.8,1
0.5248967957251655,0.8,1
0.5911903262535441,0.8,1
0.529129503963547,0.9,2
0.5749166441986902,0.1,2
0.3814787604561963,0.6,1
0.4887235389832306,0.9,2
0.5513612059410754,0.8,1
0.5104709549034693,0.8,1
0.5453063235228892,0.2,1
0.4387440358512662,0.6,2
0.4966773634419728,0.7,2
0.4518881073132458,0.8,1
0.4275856497031394,0.7,1
0.6134322792599204,0.75,1
0.3810807093069949,0.25,1
0.6108811597748897,0.85,1
0.4501043288893933,0.95,1
0.4807404195798211,0.8,1
0.3968622375140355,0.6,1
0.5344518997366535,0.0,1
0.520605649696985,0.8,1
0.5680766320257751,0.8,2
0.5011726735131011,0.3,0
0.6656788079841097,0.8,1
0.5394903450587314,0.85,1
0.3644230571899203,0.95,1
0.4076599056543613,0.7,1
0.6446393769874109,0.8,1
0.6701905540940223,0.8,1
0.51525987608872,0.9,1
0.4933869358358449,0.9,1
0.6265834716352451,0.8,2
0.5503539802533775,0.8,1
0.4003546932504421,0.9,1
0.5324961891835986,0.8,1
0.7122761229325384,0.7,1
0.4703853670677159,0.2,2
0.526805089357515,0.9,1
0.3517108305339391,0.7,1
0.4748341955422225,0.8,1
0.6078757227183478,0.8,1
0.6368927176654501,0.8,1
0.3238016126218597,0.8,1
0.3369091040660675,0.8,1
0.5662301840386468,0.8,1
0.3724826028350576,0.3,2
0.4416396827387184,0.5,1
0.5056709190677878,0.9,1
0.636672442665086,0.5,1
0.2572527818072629,0.2,1
0.4465959091331423,0.8,1
0.6158391550238141,0.3,1
0.5288581087912697,0.9,1
0.5441196506180742,0.2,1
0.5772334848535604,0.2,1
0.6418493579188201,0.75,1
0.6980494345562869,1.0,1
0.508962496986727,0.7,1
0.4423297642207267,0.9,1
0.5463582968394204,0.8,1
0.396278096728105,0.8,1
0.5385365255614842,0.75,1
0.5896208207429414,0.7,1
0.5870801321450164,0.8,1
0.6700789264307239,0.1,1
0.6207495330222864,0.4,1
0.642762282810105,0.7,1
0.5104552884324091,0.7,1
0.4472712544509898,0.8,1
0.4628626190251449,0.9,1
0.3305214420935791,0.4,1
0.50492824810167,0.6,1
0.3800933666597281,0.9,1
0.6944416008683444,0.75,1
0.455802393853488,0.9,0
0.5770713281102462,0.7,2
0.4841906419157898,0.85,1
0.6302090226702849,0.8,0
0.5856543102178356,0.7,1
0.4930149828522967,0.8,1
0.5856531239239449,0.9,1
0.5087532689923217,0.8,1
0.697866308012736,0.75,1
0.3774844501509627,0.7,2
0.4978521358909792,0.7,1
0.4904373257791665,0.7,2
0.4878170790871458,0.2,1
0.4887406250938391,0.7,1
0.6041461176323603,0.9,1
0.4144658118970614,0.7,1
0.4352477889374591,0.0,1
0.4841279119219157,0.8,2
0.6646369407194482,0.9,1
0.5091548303797542,0.8,2
0.3791703934321622,0.7,1
0.486425606757594,0.9,1
0.5590971640197789,0.9,1
0.5536050192417072,0.2,1
0.4675605474569101,0.2,2
0.516651011713642,0.8,1
0.6138098954580942,0.8,1
0.6975493123054508,0.9,1
0.6892059728738275,0.15,1
0.4158647226527887,0.7,2
0.4413553603011029,0.9,1
0.3748457887817631,0.8,2
0.5998348784508651,0.9,1
0.5500513399563715,0.2,1
0.4884215196833571,0.2,1
0.5203298098209738,0.8,1
0.525204992372835,0.6,1
0.4261279062045177,0.7,0
0.5467740261415881,0.9,1
0.3588482729902621,0.7,2
0.5433847050898853,0.8,0
0.5796073763854376,0.85,1
0.5752422609025809,0.8,1
0.6337788744606849,0.9,1
0.4437426089978911,0.5,2
0.5721989479495092,0.8,1
0.5746694569248617,0.8,1
0.7183572232697217,0.6,1
0.5377825194094771,0.8,1
0.5514807857130508,0.25,1
0.4246763713154573,0.95,1
0.5390567867585999,0.8,1
0.3827538112161147,0.6,2
0.4699082338474071,0.7,1
0.4250429103724354,0.95,1
0.58330815746731,0.95,1
0.69267262225419,0.8,1
0.5377618568036989,0.75,1
0.5387335075322732,0.6,2
0.6871837997962444,0.8,1
0.4318042208508782,0.2,2
0.4968212187563968,0.8,1
0.5643050346636919,0.7,1
0.562741957085332,0.5,1
0.4487369495688735,0.65,1
0.6023449764495575,0.7,1
0.5417461587011781,0.6,1
0.429410653101719,0.8,2
0.3190001454821404,0.6,2
0.7416369218939843,0.9,1
0.5588864238191058,0.8,1
0.5520453198125561,0.8,1
0.5803885369027669,0.8,2
0.622577971957603,0.8,1
0.5709365843277827,0.8,1
0.630272391826365,0.75,1
0.6271666308476809,0.7,1
0.6241322802361805,0.1,1
0.4198189440402404,0.8,1
0.4729371999944194,0.8,2
0.5558189054150633,0.75,1
0.5129484125735456,0.2,1
0.5152708008770721,0.7,1
0.4050774865589425,0.8,2
0.716278779990252,0.8,1
0.4921447670010879,0.4,2
0.493089063323134,0.8,1
0.6064745707525765,0.9,1
0.4739176050194584,0.75,1
0.6828766318255368,0.9,1
0.5580109785392117,0.95,1
0.5162688139344672,0.9,1
0.5638649649468809,0.8,1
0.7151049727409623,0.75,1
0.4803715130602202,0.8,1
0.4826683721910969,0.8,1
0.6266548575926124,0.2,1
0.4362968076008952,0.8,1
0.5803465193233781,0.6,1
0.5492039067210944,0.85,1
0.4919878547503561,0.9,1
0.5026262100845623,0.1,1
0.4210803220988218,0.2,2
0.4415090687503498,0.8,1
0.6571245886082066,0.75,1
0.6218651807914064,0.8,1
0.5131535052870397,0.75,1
0.3877793786317575,0.8,1
0.503366708928397,0.9,1
0.5778823548373779,0.8,1
0.5736012235800902,0.8,1
0.5332677209718182,0.7,1
0.4556840906407494,0.9,2
0.5367196620576247,0.3,1
0.4171983725227552,0.9,1
0.505398812550958,0.9,1
0.3756773987208516,0.4,2
0.4462234544874606,0.55,1
0.5273503153086408,0.2,1
0.4355377192507024,0.9,1
0.4382250064915807,0.8,2
0.5743501026284779,0.9,1
0.6148918969094102,0.75,1
0.623429334979752,0.2,1
0.4538106491970209,0.1,1
0.5503012577838033,0.5,0
0.3821920567454918,0.75,1
0.4910595237283306,0.25,1
0.4965076669502409,0.8,1
0.4559270866544902,0.9,1
0.4001139959340425,0.9,1
0.5449081395839828,0.7,1
0.4277397262379874,0.2,1
0.7905264796875933,0.8,1
0.6510002661831302,0.5,1
0.6063414744610609,0.8,1
0.8185788799542553,0.9,1
0.4357204370592076,0.7,2
0.6176396638052635,0.7,1
0.5358773049217612,0.5,1
0.425542439428375,0.9,1
0.5875257639890833,0.85,1
0.557131946978222,0.7,1
0.5242232433795209,0.3,1
0.5236584493195788,0.85,1
0.5501280433927952,0.9,1
0.4712452829839092,0.8,1
0.4887077621516953,0.0,0
0.5015206399600852,0.7,1
0.4541296053368223,0.8,2
0.4508135641705474,0.9,1
0.3762087249605496,0.7,1
0.5984059956573582,0.8,1
0.5584779111729492,0.9,1
0.4344598993657286,0.8,2
0.652250360001707,0.5,1
0.3801633958802025,0.65,1
0.4956945544953857,0.8,1
0.4986217219341333,0.2,1
0.5706616368323507,0.2,1
0.4601620674263135,0.8,1
0.4008139536557737,0.8,2
0.6462568590314259,0.1,1
0.6175760864168522,0.2,1
0.57574042342161,0.8,1
0.6186534690867086,0.8,1
0.809656326683853,0.8,1
0.6130769042831135,0.9,1
0.530541608243545,0.75,1
0.5744023436811178,0.6,1
0.5075737877353564,0.75,1
0.5831356714090525,0.5,1
0.5027906364370599,0.75,1
0.6220441298320591,0.2,1
0.3698682571276432,0.8,1
0.4913923187023455,0.9,1
0.4918131317197383,0.8,1
0.5609750888570822,0.6,1
0.6657356937125043,0.8,1
0.6258500442288523,0.8,1
0.5730006555994704,0.9,1
0.5534411021395161,0.0,1
0.4975262364549022,0.0,2
0.4438957883198954,0.6,1
0.5022833293123439,0.75,1
0.5493252891863618,0.85,1
0.4776102184510042,0.7,1
0.5726864625017314,0.85,1
0.5242611076078845,0.9,1
0.6883869965681825,0.7,1
0.6048791092851571,0.8,1
0.6056249406807908,0.8,1
0.4343907077890506,0.8,1
0.580856697232757,0.9,1
0.618850117329845,0.7,1
0.534922335487048,0.1,1
0.4590986950309391,0.8,1
0.5508911811840432,0.8,2
0.452342787130486,0.1,1
0.463331405031695,0.3,1
0.4864888760372126,0.9,1
0.636170231185143,0.8,1
0.4582229895737593,0.8,1
0.3136315630193346,0.7,2
0.4632771444572879,0.65,1
0.3964517356617999,0.3,2
0.4982531063652698,0.75,1
0.4270959874601233,0.1,0
0.4878775731577299,0.8,1
0.4240228746177277,0.98,1
0.4785223798898186,0.8,1
0.4301866324127965,0.8,2
0.5358519616206481,0.25,1
0.5014409117812266,0.8,2
0.5561405140310629,0.0,0
0.7209734187922695,0.9,1
0.4836917680360145,0.95,1
0.3996585356966926,0.9,1
0.5803368194194246,0.8,1
0.5114791045802317,0.8,0
0.3799379338481528,0.3,1
0.7539339184625214,0.8,1
0.5105692644726716,0.7,1
0.5560938735267648,0.85,1
0.4410313555229481,0.9,1
0.4197959522349562,0.8,2
0.4599385566869577,0.2,1
0.3413919235457749,0.6,2
0.5946538241449348,0.0,0
0.6439342998755946,0.3,1
0.5500987437430619,0.7,1
0.5344873258752201,0.8,1
0.4124106613858487,0.8,1
0.6424898937076352,0.8,1
0.5555731124489822,0.9,1
0.4332259539460537,0.7,1
0.5619282829687663,0.8,1
0.585170548676786,0.8,1
0.4799765955603087,0.1,1
0.4567109540465782,0.75,1
0.4453352650465211,0.7,1
0.4680994061542487,0.9,1
0.4951236974917895,0.85,1
0.424655963275754,0.75,1
0.603099059991661,0.8,1
0.7165364760152032,0.7,1
0.5990379545247099,0.0,1
0.5182520564161823,0.85,1
0.3260952939247333,0.8,1
0.4543719435867049,0.3,2
0.3480066513418295,0.8,2
0.4415090687503498,0.7,1
0.3778717844150955,0.75,1
0.6850219956027077,0.8,0
0.6207721028287267,0.2,1
0.4980902040782987,0.9,1
0.4877198340410966,0.7,2
0.5789466331030585,0.75,1
0.5195475497207858,0.75,1
0.5374510440584531,0.8,2
0.5700290841896789,0.4,1
0.5481528510415552,0.8,1
0.473851914387947,0.8,1
0.4243567318736317,0.8,2
0.6138806573979629,0.9,1
0.3545667230593524,0.8,1
0.5364235158432459,0.8,1
0.4943566156409562,0.8,1
0.5088464896427535,0.7,1
0.6583885613118917,0.9,1
0.5372587000651377,0.0,0
0.4649936630639816,0.9,0
0.4761180592136035,0.8,1
0.5197737769448175,0.9,1
0.4879091550461416,0.25,1
0.6714092159516324,0.35,0
0.5355848656127057,0.2,0
0.6822589353638585,0.9,1
0.6149806688273158,0.8,1
0.4922050034588553,0.9,1
0.6164617331395266,0.75,1
0.5717138488350946,0.8,1
0.3915624289138134,0.2,1
0.4675297168082952,0.9,1
0.4130580437389799,0.9,1
0.3689101492357709,0.2,2
0.4387440358512662,0.4,2
0.574391015903351,0.8,1
0.4694617417274704,0.8,1
0.5008045649200236,0.7,1
0.5196079644395654,0.1,1
0.4986666356989716,0.8,0
0.4857357584214901,0.85,1
0.3759956144201056,0.9,1
0.4737877865727734,0.8,1
0.5087373572378173,0.9,1
0.4222903620450905,0.8,1
0.5761020418247281,0.8,1
0.4440937750627387,0.95,1
0.526528249634586,0.6,2
0.4076079815359855,0.6,1
0.4833826704032057,0.8,2
0.4683619510298824,0.75,0
0.4476505121676439,0.1,1
0.4918861970460219,0.9,1
0.5184206839341736,0.9,1
0.7744319317813068,0.6,1
0.4582229895737593,0.5,1
0.488813247632417,0.9,1
0.2588383991409008,0.9,2
0.4459925722115396,0.8,1
0.4592051231861911,0.9,1
0.549681719789439,0.75,1
0.4439704942699504,0.2,0
0.5957196266669678,0.8,1
0.5978025187649361,0.8,1
0.5044704718155083,0.8,1
0.539642266882507,0.9,1
0.4766213402860688,0.7,1
0.4186216374270342,0.85,1
0.5496747243526998,0.8,1
0.5789273555670246,0.8,1
0.4939036022912767,0.8,1
0.6675879752115401,0.8,0
0.503530433635896,0.7,2
0.5031291400675091,0.8,1
0.8706126419282314,0.7,1
0.5529353659926931,0.1,1
0.4409931718424383,0.7,1
0.4920588245336981,0.95,1
0.7871527393855341,0.5,1
0.4924105062305615,0.8,1
0.2817386245823667,0.7,1
0.7559411479557959,0.8,1
0.7277432921864772,0.8,0
0.4956213376827713,0.7,0
0.5685834382197356,0.7,1
0.5439598293126174,0.9,1
0.4139293565966212,0.8,1
0.5606581604314703,0.9,1
0.3451289388764571,0.75,2
0.4421084973335948,1.0,1
0.6716375483086352,0.8,1
0.5162412045482229,0.4,1
0.5001660082656183,0.75,1
0.3743748723762123,0.8,1
0.5470137251880904,0.9,1
0.5676883875312265,0.7,1
0.4196876114940185,0.2,2
0.4788804071602247,0.8,1
0.5511293811636059,0.8,1
0.4579533146237278,0.95,0
0.5683066242634022,0.8,1
0.5982828769868502,0.2,1
0.498463528127701,0.8,1
0.4571080473590422,0.1,1
0.4716319782400779,0.9,2
0.6009379655951165,0.25,1
0.5533972333294556,0.0,2
0.4424761388291697,0.75,1
0.4564071009883695,0.7,1
0.4925113559213419,0.9,1
0.6214739723585808,0.9,2
0.5207238779046113,0.5,1
0.5481247497190248,0.8,2
0.5653885928536739,0.5,2
0.4441507402885518,0.1,2
0.4667490782698186,0.1,2
0.3514562899497431,0.75,2
0.4692819215335868,0.8,1
0.5024506954892202,0.9,1
0.5568039074143294,0.75,0
0.6199232090769017,0.8,0
0.5497080217722569,0.2,1
0.6255304482476972,0.1,1
0.50173761027212,0.9,2
0.514684018127408,0.75,1
0.4402460616548818,0.8,1
0.4169076900717263,0.8,0
0.599016841739257,0.7,1
0.5019538003480213,0.8,1
0.6255262211427395,0.75,1
0.5410998121957894,0.1,1
0.6232622084347205,0.75,1
0.2495867159437637,0.2,1
0.4658769826454199,0.5,2
0.4290010693075921,0.3,2
0.4660425184732013,0.75,0
0.4722955925056546,0.0,0
0.4174621527426402,0.0,2
0.4758738589268267,0.8,2
0.502941954674375,0.9,2
0.3555385375782238,0.8,2
0.6280246656857489,0.8,1
0.4406762885638148,0.5,1
0.4652829724648419,0.2,2
0.3843990633619014,0.75,2
0.7150703913233476,0.8,1
0.5638401921496488,0.9,1
0.4933869358358449,0.8,1
0.3528970354740882,0.8,2
0.3260217279239547,0.2,2
0.4263365556734045,0.9,2
0.5644879865193153,0.8,2
0.5029445200870187,0.3,1
0.4527915121087222,0.25,2
0.4171730338853819,0.2,2
0.532712167393887,0.1,2
0.5418479998266967,0.9,1
0.4387440358512662,0.8,1
0.5296105275700055,0.3,1
0.4736477833585847,0.75,1
0.3415656055736358,0.7,2
0.686394971876188,0.8,2
0.4444592189281128,0.8,1
0.4508184870707168,0.1,1
0.4323168136681568,0.7,1
0.5302628428893805,0.75,2
0.4938827423531062,0.2,1
0.5568039074143294,0.6,0
0.4545389730898516,0.2,2
0.6128381515343858,0.0,0
0.429767232650474,0.6,1
0.3891227623665825,0.6,1
0.6207055387719956,0.8,1
0.7351628822186386,0.9,1
0.5568039074143294,0.8,0
0.5578142424104586,0.1,1
0.5011177920741509,0.8,1
0.4046419727496456,0.2,2
0.4965221744163438,0.9,1
0.3452335371774813,0.65,2
0.3932576725252261,0.2,2
0.4415902958281634,0.0,2
0.446163493462796,0.3,2
0.4611472583045295,0.2,2
0.5372413540859113,0.95,1
0.6561906359837404,0.8,1
0.5050931515132265,0.0,2
0.5102878096975944,0.3,2
0.6600051707543404,0.5,1
0.7107541731549404,0.65,1
0.5150052042765597,0.9,1
0.484195214292489,0.4,1
0.4149213006196453,0.3,2
0.5126101423095505,0.1,1
0.5968323183400989,0.7,1
0.3493311878586077,0.75,0
0.5904367515537722,0.8,1
0.591066951735032,0.8,1
0.5631584491286344,0.8,0
0.497441165053041,0.8,2
0.6039408221355264,0.1,1
0.461213112902792,0.9,2
0.4581368205955985,0.6,2
0.4387440358512662,0.7,2
0.5701480415290034,0.25,1
0.3887595101658829,0.9,1
0.488173172943116,0.7,1
0.488173172943116,0.7,1
0.4571527775245657,0.9,1
0.4688285427817081,0.5,1
0.4488480502895626,0.9,2
0.5193840008143574,0.02,0
0.4065872039874457,0.05,0
0.5568039074143294,0.9,0
0.5569781828777035,0.7,1
0.5010852330504789,0.2,2
0.4368382627512975,0.3,2
0.3643353630767236,0.8,2
0.4329867662330733,0.8,2
0.5756035870481496,0.8,1
0.4329798030844136,0.7,1
0.6117643667647965,0.8,1
0.3749390810184257,0.9,1
0.4418609133651547,0.8,1
0.5582219433403266,0.9,0
0.5594420390391998,0.05,1
0.5420876549837969,0.0,1
0.5338755468026389,0.1,1
0.5158640576839703,0.2,0
0.8047172143469487,0.1,0
0.5567858573482667,0.9,1
0.4387440358512662,0.7,1
0.4424041797648551,0.7,0
0.5568039074143294,0.9,0
0.4387440358512662,0.2,2
0.5568039074143294,0.2,0
0.3152810373416136,0.5,2
0.4802161660391941,0.9,1
0.5243129766327234,0.85,1
0.4544092871589834,0.85,2
0.4024491587084894,0.2,2
0.490803654759776,0.8,2
0.3891385507530069,0.75,2
0.4485036329036018,0.2,2
0.3936939176929043,0.0,2
0.4297876797679283,0.8,2
0.6729945443095767,0.6,2
0.5991766491033943,0.8,2
0.4599911772514331,0.2,2
0.4981226570597402,0.3,2
0.5228545169286349,0.9,2
0.4596093487492211,0.3,2
0.3096338666308461,0.3,2
0.4238984941374881,0.2,2
0.4011031359356086,0.7,2
0.3321507093029677,0.6,2
0.490037356842356,0.9,2
0.5849246883395129,0.7,1
0.5675470307103746,0.1,1
0.4668315202097414,0.8,1
0.4467259510434891,0.8,1
0.3636311579308654,0.9,1
0.5853349096149013,0.9,1
0.5344518997366535,0.8,1
0.5692906529031241,0.4,1
0.3772670470529317,0.85,1
0.3899917669149307,0.6,2
0.4253658813656186,0.2,1
0.5557889658154024,0.1,0
0.5691477112767416,0.9,0
0.3948033695928206,0.9,2
0.398273737392003,0.3,2
0.4395037710707444,0.75,1
0.5344518997366535,0.8,1
0.4707675986743851,0.2,2
0.5039616405141023,0.8,1
0.4593641730729291,0.3,1
0.5090379428757484,0.4,2
0.3455865100549893,0.4,2
0.5438942152218242,0.95,1
0.6054811196524329,0.5,1
0.38997720990886,0.8,2
0.4880134524809353,0.9,0
0.7201722337205103,0.75,1
0.4219014638692332,0.2,2
0.4387440358512662,0.3,2
0.4387440358512662,0.5,2
0.5866112083423134,0.9,1
0.5435779596445653,0.8,1
0.3826127093536098,0.1,2
0.5916798060943939,0.8,1
0.4204947581728796,0.1,1
0.4905675199374961,0.85,2
0.3511920753823891,0.0,1
0.5344518997366535,0.0,1
0.6000967996726501,0.0,1
0.4410084135145395,0.0,1
0.4975133172684874,0.0,1
0.4571080473590422,1.0,1
0.4100953156010606,0.0,1
0.3511677738201474,0.0,1
0.4957879527728231,0.0,1
0.4704500802818085,0.0,1
0.5194315534523215,0.0,1
0.4700171072937119,0.0,1
0.611117667045813,0.0,1
0.4574575767115695,0.0,1
0.5242344554013089,0.0,1
0.4387440358512662,0.0,2
0.4387440358512662,0.0,2
0.4222197362760637,0.0,1
0.554891683780154,0.0,1
0.4209940108104335,0.0,1
0.4645643738945609,0.0,1
0.509900827983702,0.0,1
0.4760629417138392,0.0,1
0.5382684335284964,0.0,1
0.4291741444102723,0.0,1
0.4571080473590422,0.5,1
0.4571080473590422,0.9,1
0.5549273603058722,0.0,1
0.5793016763353765,0.5,1
0.4993059115004616,1.0,1
0.4279645145617511,0.0,1
0.5798619427508142,0.1,1
0.4811730892500185,0.0,1
0.5537256673149784,0.0,1
0.4574575767115695,0.0,1
0.4000724344023577,0.5,1
0.4017942248788121,0.0,1
0.3979487627472388,0.8,1
0.464573592186924,0.95,1
0.4403448003240109,0.0,1
0.594683756969923,0.5,1
0.4560213813019432,0.9,1
0.5415376367984712,0.8,1
0.4906157869592266,0.1,1
0.5718570926697112,0.0,1
0.4387440358512662,0.15,2
0.4610434268298202,0.0,1
0.4669365680348688,0.0,1
0.557345240653245,0.4,2
0.529167945928698,0.3,1
0.5624619543487269,0.8,1
0.4423381424319841,0.2,2
0.4211510519403492,0.9,2
0.4901848890086925,0.8,2
0.5334595056263279,0.8,2
0.5898896566536839,0.75,1
0.5067631167346579,0.9,2
0.533203622143895,1.0,1
0.4634937882428188,0.2,2
0.4527215271216623,0.55,2
0.4416289920070316,0.4,1
0.3882182107533691,0.7,2
0.5757431846160446,0.45,1
0.6095276238558148,0.8,1
0.4161546585027385,0.95,1
0.4098000333733307,0.9,2
0.5344518997366535,0.8,1
0.5344518997366535,0.8,1
0.5700230538475596,0.7,1
0.5344518997366535,0.3,1
0.4232979074592781,0.5,1
0.5207748972680101,0.8,1
0.5403747265043307,0.8,1
0.568903368620618,0.8,1
0.4707290624995986,0.7,1
0.56626005497341,0.9,1
0.4432456305975785,0.7,2
0.5462388186252307,0.5,1
0.549841712037341,0.8,1
0.4406940172969007,0.7,2
0.664189670944226,0.932,1
